FILE NAME^# OF ENTRIES^GLOBAL^FILE VERSION^LAST IEN
FILE^2792^DIC(^
INDEX^1453^DD("IX",^22.2^1508
NUPA PCE INFO^^NUPA(1927.32,^1.0^
NUPA CARE PLANS^^NUPA(1927.4,^1.0^
NUPA CARE PLAN PRESSURE ULCERS^^NUPA(1927.401,^1.0^
NUPA CARE PLAN SKIN ALT TYPES^14^NUPA(1927.4011,^1.0^14
NUPA CARE PLAN IVS^^NUPA(1927.402,^1.0^
NUPA CARE PLAN GI/GU DEVICES^^NUPA(1927.403,^1.0^
NUPA COMPONENT ITEMS^695^NUPA(1927.41,^1.0^1174
NUPA CARE PLAN TEXT CHANGE LOG^^NUPA(1927.5,^1.0^
NUPA DISCHARGE PLANNING GOAL COMMENTS^^NUPA(1927.6,^1.0^
IMAGE^^MAG(2005,^3.0^
IMAGING STUDY^^MAG(2005.001,^3.0^
IMAGING ANNOTATION^^MAG(2005.002,^^
IMAGING STUDY ANNOTATION^^MAG(2005.003,^3.0^
OBJECT TYPE^32^MAG(2005.02,^3.0^507
IMAGE FILE TYPES^26^MAG(2005.021,^3.0^27
PARENT DATA FILE^17^MAG(2005.03,^3.0^2006.5838
IMAGE AUDIT^^MAG(2005.1,^3.0^
NETWORK LOCATION^5^MAG(2005.2,^3.0^5
IMAGE HISTOLOGICAL STAIN^24^MAG(2005.4,^3.0^24
MICROSCOPIC OBJECTIVE^16^MAG(2005.41,^3.0^16
MAG PATH CASELIST^^MAG(2005.42,^^
MAG PATH INTERPRETATION^^MAG(2005.43,^3.0^
IMAGING PATIENT REFERENCE^^MAGV(2005.6,^3.0^
IMAGING PROCEDURE REFERENCE^^MAGV(2005.61,^3.0^
IMAGE STUDY^^MAGV(2005.62,^3.0^
IMAGE SERIES^^MAGV(2005.63,^3.0^
CT DOSE^^MAGV(2005.632,^3.0^
PROJECTION X-RAY DOSE^^MAGV(2005.633,^3.0^
ANATOMIC TARGET REGION^120^MAGV(2005.6361,^3.0^120
PHANTOM TYPE^12^MAGV(2005.6362,^3.0^12
CODE SCHEME DESIGNATOR^2^MAGV(2005.6366,^3.0^2
IMAGE SOP INSTANCE^^MAGV(2005.64,^3.0^
IMAGE INSTANCE FILE^^MAGV(2005.65,^3.0^
IMAGING DUPLICATE UID LOG^^MAGV(2005.66,^3.0^
IMAGING DICOM FIELDS^1^MAG(2005.71,^3.0^1
IMAGING SERVICE INSTITUTION^^MAGV(2005.8,^3.0^
MAG DESCRIPTIVE CATEGORIES^64^MAG(2005.81,^3.0^72
IMAGE INDEX FOR CLASS^4^MAG(2005.82,^3.0^9
IMAGE INDEX FOR TYPES^67^MAG(2005.83,^3.0^110
IMAGE INDEX FOR SPECIALTY/SUBSPECIALTY^84^MAG(2005.84,^3.0^98
IMAGE INDEX FOR PROCEDURE/EVENT^211^MAG(2005.85,^3.0^211
IMAGE ACTIONS^2^MAG(2005.86,^3.0^2
IMAGE LIST FILTERS^9^MAG(2005.87,^3.0^9
DICOM INDEX MAPPING^40^MAG(2005.872,^^40
MAG REASON^17^MAG(2005.88,^3.0^17
IMAGE INDEX FOR BODY PART^263^MAG(2005.99,^3.0^276
IMAGE BACKGROUND QUEUE^^MAGQUEUE(2006.03,^3.0^
IMAGE BACKGROUND QUEUE POINTER^^MAGQUEUE(2006.031,^3.0^
OFFLINE IMAGES^^MAGQUEUE(2006.033,^3.0^
IMPORT QUEUE^^MAG(2006.034,^3.0^
SEND QUEUE^^MAGQUEUE(2006.035,^3.0^
ROUTING STATISTICS^^MAGQUEUE(2006.036,^3.0^
ACQUISITION DEVICE^^MAG(2006.04,^3.0^
ACQUISITION SESSION FILE^^MAG(2006.041,^3.0^
IMAGING SITE PARAMETERS^1^MAG(2006.1,^3.0^1
MAG PATH CONFIG^2^MAG(2006.13,^^2
DICOM UID ROOT^1^MAGD(2006.15,^3.0^1
MUSE VERSIONS^5^MAG(2006.17,^3.0^5
IMAGING USER PREFERENCE^^MAG(2006.18,^3.0^
IMAGING USERS^0^MAG(2006.19,^3.0^
PACS MESSAGE^^MAGDHL7(2006.5,^3.0^
DICOM DATA ELEMENT DICTIONARY^^MAGDICOM(2006.51,^3.0^
DIAGNOSTIC INFO FIELD^^MAGDICOM(2006.511,^3.0^
DICOM MESSAGE TEMPLATE DICTIONARY^^MAGDICOM(2006.52,^3.0^
DICOM UID DICTIONARY^^MAGDICOM(2006.53,^3.0^
EXTENDED SOP NEGOTIATION^^MAGDICOM(2006.531,^3.0^
DICOM SOP CLASS^64^MAG(2006.532,^^64
DICOM UID SPECIFIC ACTION^287^MAGDICOM(2006.539,^^293
PDU TYPE^^MAGDICOM(2006.54,^3.0^
DICOM WORKLIST PATIENT^^MAGDWLST(2006.55,^3.0^
DICOM WORKLIST STUDY^^MAGDWLST(2006.56,^^
DICOM GATEWAY PARAMETER^^MAGDICOM(2006.563,^3.0^
DICOM QUEUE^^MAGDICOM(2006.564,^3.0^
DICOM GATEWAY MACHINE ID^^MAGDICOM(2006.5641,^^
EXPORT DICOM RUN^^MAGDICOM(2006.565,^^
DICOM HL7 SEGMENT^^MAGDICOM(2006.57,^3.0^
DICOM RAW IMAGE^^MAGDINPT(2006.571,^3.0^
DICOM M2MB RPC QUEUE^^MAGDINPT(2006.5711,^^
DICOM FIXED QUEUE^^MAGDINPT(2006.5712,^^
DICOM UNKNOWN MODALITY^^MAGDINPT(2006.5713,^^
DICOM INCOMPLETE OBJECT^^MAGDINPT(2006.5714,^^
CURRENT IMAGE^0^MAGD(2006.5715,^^0
DICOM ERROR LOG^^MAGDINPT(2006.5719,^^
EXAMINATION COMPLETE^^MAGDINPT(2006.572,^3.0^
GE PACS QUERY/RETRIEVE^^MAGDGEQR(2006.573,^3.0^
DICOM QUERY RETRIEVE RESULT^^MAGDQR(2006.5732,^^
QUERY/RETRIEVE STATISTICS^^MAGDAUDT(2006.5733,^^
DICOM OBJECT EXPORT^^MAGDOUTP(2006.574,^^
DICOM FAILED IMAGES^^MAGD(2006.575,^^
DICOM OBJECTS TO BE IMPORTED^^MAGDICOM(2006.5751,^^
IMPORTABLE DICOM OBJECTS^^MAGD(2006.5752,^^
DICOM RADIOLOGY PROCEDURE MODIFIERS^^MAGDICOM(2006.5757,^^
DICOM RADIOLOGY PROCEDURES^^MAGDICOM(2006.5758,^^
OUTSIDE IMAGING LOCATION^^MAGD(2006.5759,^^
DICOM MESSAGE STATISTISTICS^^MAGDAUDT(2006.5761,^3.0^
DICOM INSTRUMENT STATISTICS^^MAGDAUDT(2006.5762,^^
DICOM PACS STATISTICS^^MAGDAUDT(2006.5763,^3.0^
DICOM LOCAL INSTRUMENT STATISTICS^^MAGDICOM(2006.5764,^3.0^
DICOM FIFO QUEUE^^MAGDICOM(2006.577,^3.0^
DICOM LOG^^MAGDMLOG(^3.0^
INSTRUMENT DICTIONARY^^MAGDICOM(2006.581,^3.0^
MODALITY TYPE DICTIONARY^^MAGDICOM(2006.582,^3.0^
CT CONVERSION PARAMETERS^^MAGDICOM(2006.5821,^^
MODALITY WORKLIST DICTIONARY^^MAGDICOM(2006.583,^3.0^
CLINICAL SPECIALTY DICOM & HL7^1^MAG(2006.5831,^^1
DICOM LAB TEMP LIST^^MAG(2006.5838,^^
DICOM GMRC TEMP LIST^^MAG(2006.5839,^3.0^
TCP/IP PROVIDER PORT LIST^^MAGDICOM(2006.584,^3.0^
TELEREADER ACQUISITION SERVICE^^MAG(2006.5841,^^
TELEREADER ACQUISITION SITE^^MAG(2006.5842,^^
TELEREADER READER^^MAG(2006.5843,^^
TELEREADER READ/UNREAD LIST^^MAG(2006.5849,^^
USER APPLICATION^^MAGDICOM(2006.585,^3.0^
PROVIDER APPLICATION^^MAGDICOM(2006.586,^3.0^
DICOM TRANSMIT DESTINATION^^MAG(2006.587,^^
APPLICATION ENTITY TITLE^^MAGDICOM(2006.588,^^
ROUTING RULE^^MAGDICOM(2006.59,^3.0^
ROUTE LOAD BALANCE^^MAGRT(2006.5906,^3.0^
ACTION QUEUE STATUS^^MAGDICOM(2006.596,^3.0^
DICOM ERROR MESSAGE QUEUE^^MAGDICOM(2006.598,^3.0^
DICOM Error Log^^MAGD(2006.599,^3.0^
MAG CT PARAMETER^115^MAG(2006.621,^3.0^115
MAG CR PARAMETER^^MAG(2006.623,^3.0^
MAG RAD LIST DATA ELEMENTS^35^MAG(2006.63,^3.0^35
MAG RAD LISTS DEFINITION^6^MAG(2006.631,^3.0^11
MAGJ ZLIST SEARCH^^MAG(2006.634,^3.0^
MAG RAD PRIOR EXAMS LOGIC^288^MAG(2006.65,^3.0^288
MAG RAD CPT MATCHING^332^MAG(2006.67,^3.0^332
MAG RAD BODY PART^52^MAG(2006.671,^3.0^52
MAG RAD BODY REGION^18^MAG(2006.672,^3.0^18
MAGJ USER DATA^1^MAG(2006.68,^3.0^1
MAG VISTARAD SITE PARAMETERS^^MAG(2006.69,^3.0^
BP SERVERS^1^MAG(2006.8,^3.0^1
IMAGING WINDOWS WORKSTATIONS^0^MAG(2006.81,^3.0^
IMAGING WINDOWS SESSIONS^^MAG(2006.82,^3.0^
DICOM GATEWAY INSTRUMENT DICTIONARY^^MAGDICOM(2006.911,^3.0^
DICOM GATEWAY MODALITY DICTIONARY^^MAGDICOM(2006.912,^3.0^
ARTIFACT KEYLIST^^MAGV(2006.913,^3.0^
RETENTION POLICY^1^MAGV(2006.914,^3.0^1
ARTIFACT DESCRIPTOR^2^MAGV(2006.915,^3.0^2
ARTIFACT^^MAGV(2006.916,^3.0^
STORAGE PROVIDER^2^MAGV(2006.917,^3.0^2
ARTIFACT INSTANCE^^MAGV(2006.918,^3.0^
MAGV GATEWAY CONFIGURATION^^MAGV(2006.9191,^3.0^
DICOM AE SECURITY MATRIX^1^MAGV(2006.9192,^3.0^1
IMAGING APPLICATION SERVICE^^MAGV(2006.9193,^3.0^
ARTIFACT RETENTION POLICY^^MAGV(2006.921,^3.0^
RETENTION POLICY FULFILLMENT^^MAGV(2006.922,^3.0^
RETENTION POLICY STORAGE PROVIDER MAP^2^MAGV(2006.923,^3.0^2
STORAGE PROVIDER AVAILABILITY^2^MAGV(2006.924,^3.0^2
TRANSFER STATISTICS^^MAGV(2006.925,^3.0^
STORAGE TRANSACTION^^MAGV(2006.926,^3.0^
QUEUE^4^MAGV(2006.927,^3.0^4
QUEUE MESSAGE^^MAGV(2006.928,^3.0^
IMAGING EVENT AUDIT LOG^^MAGV(2006.93,^3.0^
IMAGING EVENT AUDITABLE ACTION^12^MAGV(2006.931,^3.0^12
MAG WORK ITEM^^MAGV(2006.941,^3.0^
WORKLIST^3^MAGV(2006.9412,^3.0^3
MAG WORK ITEM STATUS^36^MAGV(2006.9413,^3.0^36
MAG WORK ITEM SUBTYPE^6^MAGV(2006.9414,^3.0^6
MAGV IMPORT STUDY LOG^^MAGV(2006.9421,^3.0^
MAGV IMPORT MEDIA LOG^^MAGV(2006.9422,^3.0^
IMAGE ACCESS LOG^^MAG(2006.95,^3.0^
IMAGE INDEX CONVERSION^^MAGIXCVT(2006.96,^3.0^
MULTI IMAGE PRINT^^MAG(2006.961,^3.0^
VIST ROSTER^^ANRV(2040,^4.0^
VIST PARAMETERS^1^ANRV(2041,^4.0^1
VIST EYE DIAGNOSIS^14^ANRV(2041.5,^4.0^14
VIST CHECKLIST OPTIONS^5^ANRV(2041.6,^4.0^5
VIST BENEFITS AND SERVICES CHECKLIST^^ANRV(2041.7,^4.0^
VIST REFERRAL FACILITY^15^ANRV(2042,^4.0^17
VIST REFERRAL ROSTER^^ANRV(2042.5,^4.0^
VIST LETTER^5^ANRV(2043,^4.0^5
VARO CLAIMS^^ANRV(2043.5,^4.0^
VIST LOCAL BENEFITS AND SERVICES^5^ANRV(2044,^4.0^5
ANRV PATIENT REVIEW^^ANRV(2048,^4.0^
ANRV PATIENT REVIEW SECTIONS^6^ANRV(2048.1,^4.0^6
GENERIC CODE SHEET^^GECS(2100,^2.0^
GENERIC CODE SHEET STACK^^GECS(2100.1,^2.0^
GENERIC CODE SHEET BATCH TYPE^35^GECS(2101.1,^2.0^35
GENERIC CODE SHEET TRANSACTION TYPE/SEGMENT^320^GECS(2101.2,^2.0^325
GENERIC CODE SHEET TRANSMISSION RECORD^^GECS(2101.3,^2.0^
GENERIC CODE SHEET TEMPLATE MAPS (not used)^^GECS(2101.4,^2.0^
GENERIC CODE SHEET COUNTER^^GECS(2101.5,^2.0^
GENERIC CODE SHEET LOCK^^GECS(2101.6,^2.0^
GENERIC CODE SHEET SITE^^GECS(2101.7,^2.0^
ASISTS ACCIDENT REPORTING^0^OOPS(2260,^2.0^
ASISTS CHARACTERIZATION OF INJURY^28^OOPS(2261,^2.0^60
ASISTS DOL ANATOMICAL LOCATION CODES^132^OOPS(2261.1,^2.0^4
ASISTS CRITICAL TRACKING ISSUES^16^OOPS(2261.2,^2.0^16
ASISTS INCIDENT WEATHER FACTORS^11^OOPS(2261.21,^2.0^11
ASISTS INCIDENT SOURCE^7^OOPS(2261.22,^2.0^7
ASISTS PREVENTION METHODS^10^OOPS(2261.24,^2.0^10
ASISTS PERSONAL PROTECTIVE EQUIPMENT^13^OOPS(2261.3,^2.0^13
ASISTS SETTING OF INJURY^38^OOPS(2261.4,^2.0^38
ASISTS PURPOSE FOR USING SHARPS^21^OOPS(2261.5,^2.0^23
ASISTS OCCURRENCE OF SHARPS INJURY^16^OOPS(2261.6,^2.0^16
ASISTS DEVICE/EQUIPMENT^51^OOPS(2261.7,^2.0^67
ASISTS RESULTS^10^OOPS(2261.8,^2.0^10
ASISTS SAFETY CHARACTERISTICS^5^OOPS(2261.9,^2.0^5
ASISTS SITE PARAMETER^1^OOPS(2262,^2.0^1
ASISTS DOL DISTRICT OFFICE^13^OOPS(2262.1,^2.0^13
ASISTS DEVICE SIZE^19^OOPS(2262.2,^2.0^19
ASISTS NEEDLESTICK BRANDS^20^OOPS(2262.3,^2.0^20
ASISTS REASON FOR CONTROVERT^9^OOPS(2262.4,^2.0^9
ASISTS ADDITIONAL PAY TYPES^5^OOPS(2262.5,^2.0^5
ASISTS STANDARD INDUSTRIAL CLASS. (SIC)^11^OOPS(2262.6,^2.0^11
ASISTS N.A. INDUSTRIAL CLASSIFICATION (NAICS)^13^OOPS(2262.7,^2.0^13
ASISTS REASON FOR DISPUTE CODES^10^OOPS(2262.8,^2.0^10
ASISTS DOL TYPE OF INJURY CODES^34^OOPS(2263,^2.0^34
ASISTS DOL SOURCE OF INJURY CODES^121^OOPS(2263.1,^2.0^121
ASISTS DOL CAUSE OF INJURY CODES^100^OOPS(2263.2,^2.0^100
ASISTS DOL NATURE OF INJURY CODES^99^OOPS(2263.3,^2.0^99
ASISTS DOL PROVIDER TITLE^8^OOPS(2263.5,^2.0^8
ASISTS OWCP CHARGEBACK CODES^443^OOPS(2263.6,^2.0^443
ASISTS UNION INFORMATION^^OOPS(2263.7,^2.0^
ASISTS BODY PART GROUPINGS^24^OOPS(2263.8,^2.0^24
ASISTS COMPENSATION CLAIM (CA7)^^OOPS(2264,^2.0^
MHV REQUEST TYPE^40^MHV(2275.3,^1.0^41
MHV RESPONSE MAP^6^MHV(2275.4,^1.0^6
VBECS SITE PARAMETERS^^VBEC(6000,^5.2^
VBECS DATA INTEGRITY/CONVERSION STATISTICS^^VBEC(6001,^5.2^
VBECS WORKLOAD CAPTURE^^VBEC(6002.01,^1.0^
VBECS DSS EXTRACT^^VBEC(6002.03,^1.0^
VBEC INTEGRITY^222^VBEC(6002.04,^1.0^222
VISTA BLOOD BANK RESTRICTED OPTIONS LIST^75^VBEC(6003,^5.2^75
VBECS MATCHING TABLE^^VBEC(6005,^5.2^
STANDARD VBECS DATA^150^VBEC(6007,^5.2^173
VBECS FILE & FIELD LEVEL SECURITY^6^VBEC(6009,^5.2^66.9
ENG INIT PARAMETERS^1^DIC(6910,^7.0^1
ENGINEERING COMPUTER PORT^^DIC(6910.1,^7.0^
ENG SOFTWARE OPTIONS^11^ENG(6910.2,^7.0^13
DIVISION^2^ENG(6910.3,^^2
ENG DJ SCREEN^14^ENG(6910.9,^7.0^38
EQUIPMENT CATEGORY^^ENG(6911,^7.0^
MANUFACTURER LIST FILE^5171^ENG("MFG",^7.0^5173
EQUIPMENT INV.^0^ENG(6914,^7.0^
CMR^0^ENG(6914.1,^7.0^
PM PROCEDURES^0^ENG(6914.2,^7.0^
NX SGL^8^ENG(6914.3,^7.0^10
NX BOC^15^ENG(6914.4,^7.0^17
NX FUND^22^ENG(6914.6,^7.0^22
NX A/O^7^ENG(6914.7,^7.0^7
NX DISPOSITION METHOD^14^ENG(6914.8,^^14
NATIONAL EIL^95^ENG(6914.9,^7.0^100
FAP DOCUMENT COUNTERS^1^ENG(6915.1,^^1
AV REASON^15^ENG(6915.11,^7.0^15
FA DOCUMENT LOG^^ENG(6915.2,^7.0^
FB DOCUMENT LOG^^ENG(6915.3,^7.0^
FC DOCUMENT LOG^^ENG(6915.4,^7.0^
FD DOCUMENT LOG^^ENG(6915.5,^7.0^
FR DOCUMENT LOG^^ENG(6915.6,^7.0^
FAP BALANCES^^ENG(6915.9,^^
BERS SURVEY^^ENGS(6916,^7.0^
HAND RECEIPT TEXT^1^ENG(6916.2,^7.0^1
IT ASSIGNMENT^^ENG(6916.3,^7.0^
CATEGORY STOCK NUMBER^4013^ENCSN(6917,^7.0^4013
Y2K CATEGORY LOG^^ENG(6918,^7.0^
UTILITY SYSTEMS^9^ENG(6918.1,^7.0^9
ENG ARCHIVE LOG^^ENG(6919,^7.0^
WORK ORDER #^^ENG(6920,^7.0^
NEW WORK ACTION^32^ENG(6920.1,^7.0^34
WORK CENTER CODE^431^DIC(6921,^7.0^55650
ENGINEERING SECTION LIST^0^DIC(6922,^7.0^
FSA-2162 REPORT^^ENG("FSA",^7.0^
FSA-ACCIDENT ACTIVITY^12^ENG(6924.1,^7.0^12
FSA-ACCIDENT NATURE^14^ENG(6924.2,^7.0^14
FSA-DIVISION/SERVICE^56^ENG(6924.3,^7.0^56
CONSTRUCTION PROJECT^^ENG("PROJ",^7.0^
PROJECT STATUS^16^ENG(6925.2,^7.0^18
PROJECT EPA CATEGORY^32^ENG(6925.3,^^32
EMPLOYEE(KEYS)^^ENG("KEY",^7.0^
LOCKS^^ENG("LK",^7.0^
ENG SPACE^0^ENG("SP",^7.0^
ENG SPACE FUNCTIONS^108^ENG(6928.1,^7.0^108
ENG SPACE UTILITIES^31^ENG(6928.2,^7.0^31
ENG BUILDING^0^ENG(6928.3,^7.0^
ENG EMPLOYEE^^ENG("EMP",^7.0^
PENDING RTLS EVENTS^^VIAA(6930,^1.0^
NOIS CALL^^FSCD("CALL",^1.1^
NOIS COUNTER^^FSCD("COUNT",^1.1^
NOIS NOTIFICATION^^FSCD("NOTIFY",^1.1^
NOIS ALERT^^FSCD("ALERT",^1.1^
NOIS SEND^^FSCD("SEND",^1.1^
NOIS STATUS HISTORY^^FSCD("STATUS HIST",^1.1^
NOIS CALL USER^^FSCD("CALL USER",^1.1^
NOIS WEB^^FSCD("WEB",^1.1^
NOIS TEXT^^FSCD("TEXT",^1.1^
NOIS MRE^^FSCD("MRE",^1.1^
NOIS MRA^^FSCD("MRA",^1.1^
NOIS MRU^^FSCD("MRU",^1.1^
NOIS RESPONSE^^FSCD("RESPONSE",^1.1^
NOIS LIST^^FSCD("LISTS",^1.1^
NOIS EVENTS^^FSCD("EVENTS",^1.1^
NOIS SCHEDULE^^FSCD("SCHEDULE",^1.1^
NOIS RECURRING EVENTS^^FSC("REVENT",^1.1^
NOIS EVENT TYPE^64^FSC("ETYPE",^1.1^96
NOIS WORKLOAD^^FSCD("WKLD",^1.1^
NOIS STU MESSAGE^^FSCD("STU MSG",^1.1^
NOIS STU ALERT^^FSCD("STU ALERT",^1.1^
NOIS LOCATION^^FSC("SITE",^1.1^
NOIS USER DEFAULTS^^FSC("SPEC",^1.1^
NOIS OFFICE^1^FSC("ISC",^1.1^1
NOIS MODULE/VERSION^186^FSC("MOD",^1.1^389
NOIS PACKAGE^143^FSC("PACK",^1.1^145
NOIS SUBCOMPONENT^^FSC("SUB",^1.1^
NOIS LOCATION TYPE^3^FSC("LTYPE",^1.1^3
NOIS WORK GROUP^3^FSC("PACKG",^1.1^3
NOIS WORK GROUP TYPE^3^FSC("WGTYPE",^1.1^3
NOIS STATUS^11^FSC("STATUS",^1.1^99
NOIS PRIORITY^5^FSC("PRI",^1.1^5
NOIS TASK^2^FSC("TASK",^1.1^2
NOIS FUNCTIONAL AREA^5^FSC("FUNC",^1.1^6
NOIS TIMEZONE^4^FSC("TIMEZONE",^1.1^4
NOIS VISN^24^FSC("VISN",^1.1^24
NOIS SYSTEM^^FSC("SYSTEM",^1.1^
NOIS ENTRY PERSON TYPE^2^FSC("EPTYPE",^1.1^2
NOIS LIST DEFINITION^21^FSC("LIST",^1.1^27
NOIS FIELD^47^FSC("FLD",^1.1^51
NOIS CONDITION^12^FSC("COND",^1.1^12
NOIS REPORT^^FSC("RPT",^1.1^
NOIS FORMAT^22^FSC("FORMAT",^1.1^24
NOIS FORMAT TYPE^11^FSC("FTYPE",^1.1^11
NOIS PARAMETER^1^FSC("PARAM",^1.1^1
HDIS DOMAIN^13^HDIS(7115.1,^1.0^13
HDIS XML TEMPLATE^3^HDIS(7115.3,^1.0^3
HDIS STATUS^19^HDIS(7115.5,^1.0^21
HDIS FILE/FIELD^38^HDIS(7115.6,^1.0^38
HDIS TERM/CONCEPT VUID ASSOCIATION^^HDISV(7118.11,^1.0^
HDIS SYSTEM^2^HDISF(7118.21,^1.0^2
HDIS FACILITY TERM/CONCEPT ASSOCIATION^^HDISF(7118.22,^1.0^
HDIS VUID IMPLEMENTATION STATUS^185^HDISF(7118.25,^1.0^185
HDIS PARAMETER^1^HDISF(7118.29,^1.0^1
REGULATORY AGENCY^16^OFM(7335.7,^7.0^16
OFM SPACE CLASSIFICATION^11^OFM(7336.3,^7.0^11
OFM H089 CHAPTERS^86^OFM(7336.6,^7.0^86
OFM PROJ CATEGORY^64^OFM(7336.8,^7.0^66
OFM BUDGET CATEGORY^41^OFM(7336.9,^7.0^48
TIU DOCUMENT^14^TIU(8925,^1.0^14
TIU DOCUMENT DEFINITION^241^TIU(8925.1,^1.0^46
TIU UPLOAD BUFFER^^TIU(8925.2,^1.0^
TIU UPLOAD ERROR DEFINITION^7^TIU(8925.3,^1.0^7
TIU UPLOAD LOG^^TIU(8925.4,^1.0^
TIU AUDIT TRAIL^^TIU(8925.5,^1.0^
TIU STATUS^14^TIU(8925.6,^1.0^15
TIU MULTIPLE SIGNATURE^^TIU(8925.7,^1.0^
TIU TEXT EVENTS^^TIU(8925.71,^1.0^
TIU SEARCH CATEGORIES^13^TIU(8925.8,^1.0^13
TIU PROBLEM LINK^^TIU(8925.9,^1.0^
TIU EXTERNAL DATA LINK^^TIU(8925.91,^1.0^
TIU PRINT PARAMETERS^^TIU(8925.93,^1.0^
TIU DIVISION PRINT PARAMETERS^^TIU(8925.94,^1.0^
TIU DOCUMENT PARAMETERS^2^TIU(8925.95,^1.0^2
TIU CONVERSIONS^2^TIU(8925.97,^1.0^2
TIU PERSONAL DOCUMENT TYPE LIST^^TIU(8925.98,^1.0^
TIU PARAMETERS^^TIU(8925.99,^1.0^
TIU PERSONAL PREFERENCES^^TIU(8926,^1.0^
TIU VHA ENTERPRISE STANDARD TITLE^3447^TIU(8926.1,^1.0^3447
TIU LOINC SUBJECT MATTER DOMAIN^182^TIU(8926.2,^1.0^182
TIU LOINC ROLE^28^TIU(8926.3,^1.0^28
TIU LOINC SETTING^24^TIU(8926.4,^1.0^24
TIU LOINC SERVICE^131^TIU(8926.5,^1.0^131
TIU LOINC DOCUMENT TYPE^54^TIU(8926.6,^1.0^54
TIU LOINC SMD SYNONYMS^710^TIU(8926.72,^1.0^901
TIU LOINC ROLE SYNONYMS^77^TIU(8926.73,^1.0^97
TIU LOINC SETTING SYNONYMS^150^TIU(8926.74,^1.0^175
TIU LOINC SERVICE SYNONYMS^544^TIU(8926.75,^1.0^578
TIU LOINC DOCUMENT TYPE SYNONYMS^157^TIU(8926.76,^1.0^175
TIU TEMPLATE^38^TIU(8927,^1.0^1966
TIU TEMPLATE FIELD^256^TIU(8927.1,^1.0^41
TIU UNAUTHORIZED ABBREVIATION^14^TIU(8927.9,^1.0^14
USR CLASS^116^USR(8930,^1.0^623
USR AUTHORIZATION/SUBSCRIPTION^114^USR(8930.1,^1.0^178
USR ROLE^9^USR(8930.2,^1.0^9
USR CLASS MEMBERSHIP^3^USR(8930.3,^1.0^3
USR SEARCH CATEGORIES^3^USR(8930.4,^1.0^3
USR RECORD STATUS^15^USR(8930.6,^1.0^15
USR ACTION^24^USR(8930.8,^1.0^27
PERSON CLASS^1560^USC(8932.1,^8.0^1560
PROGRAM OF STUDY^23^USC(8932.2,^8.0^23
XHD PARAMETER CATEGORY^4^XHD(8935.91,^1.0^7
VSM CONFIGURATION^5^KMPV(8969,^4.0^5
VSM MONITOR DEFAULTS^5^KMPV(8969.02,^1.0^5
VSM CACHE TASK LOG^37^KMPV(8969.03,^1.0^37
SAGG PROJECT^1^KMPS(8970.1,^2.0^1
RESOURCE USAGE MONITOR^^KMPR(8971.1,^2.0^
CP CODE EVALUATOR^^KMPD(8972.1,^3.0^
CP DATA ELEMENTS^8^KMPD(8972.3,^3.0^8
CP PARAMETERS^1^KMPD(8973,^3.0^1
CM HL7 DATA^161^KMPD(8973.1,^3.0^161
CP TIMING^405^KMPD(8973.2,^3.0^409
CP REPORTS^7^KMPD(8973.3,^3.0^7
KERMIT HOLDING^^DIZ(8980,^7.3^
PKI Digital Signatures^^XUSSPKI(8980.2,^8.0^
PKI CRL URLS^^XUSSPKI(8980.22,^8.0^
LOCAL KEYWORD^1334^XT(8984.1,^7.3^1334
LOCAL SHORTCUT^0^XT(8984.2,^7.3^
LOCAL SYNONYM^11^XT(8984.3,^7.3^11
LOCAL LOOKUP^3^XT(8984.4,^7.3^80
XTID VUID FOR SET OF CODES^942^XTID(8985.1,^7.3^1657
MSM RTHIST SITE^^XUCS(8987.1,^7.3^
MSM RTHIST REPORT DATA^^XUCS(8987.2,^7.3^
KERNEL PARAMETERS^6^XTV(8989.2,^8.0^6
KERNEL SYSTEM PARAMETERS^1^XTV(8989.3,^8.0^1
PARAMETERS^1844^XTV(8989.5,^7.3^2272
PARAMETER DEFINITION^908^XTV(8989.51,^7.3^848
PARAMETER ENTITY^11^XTV(8989.518,^7.3^3.5
PARAMETER TEMPLATE^34^XTV(8989.52,^7.3^59
XTV ROUTINE CHANGES^12^XTV(8991,^7.3^12
XTV VERIFICATION PACKAGE^^XTV(8991.19,^7.3^
XTV GLOBAL CHANGES^^XTV(8991.2,^7.3^
XQAB ERRORS LOGGED^^XTV(8991.5,^8.0^
XUEPCS DATA^^XTV(8991.6,^8.0^
XUEPCS PSDRPH AUDIT^^XTV(8991.7,^8.0^
ALERT^5^XTV(8992,^8.0^16
ALERT TRACKING^401^XTV(8992.1,^8.0^468
ALERT RECIPIENT TYPE^3^XTV(8992.2,^8.0^3
ALERT CRITICAL TEXT^4^XTV(8992.3,^8.0^4
REMOTE PROCEDURE^3703^XWB(8994,^1.1^3809
RPC BROKER SITE PARAMETERS^1^XWB(8994.1,^1.1^1
REMOTE APPLICATION^32^XWB(8994.5,^8.0^40
VPE RTN LBRY^^XVV(19200.11,^^
VPE PERSON^^XVV(19200.111,^^
VPE RTN VERSIONING^^XVV(19200.112,^^
VPE PROGRAMMER CALL^21^XVV(19200.113,^^21
VPE PROGRAMMER PARAMETER^67^XVV(19200.114,^^67
CPRS MONITOR^^AWC(177100.12,^7.3^
CPRS MONITOR DATA^^AWC(177100.13,^^
VOLUNTARY MASTER^0^ABS(503330,^4.0^
